Year,1 - State Name,8 - Structure Number,2024 NBI Structure Number,22 - Owner Agency,3 - County Name,City - InfoBridge Place Code,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,113 - Scour Critical Bridge Value,Average Relative Humidity,Average Temperature,Maximum Temperature,Mean Wind Speed,Minimum Temperature,Number of Freeze-Thaw Cycles,Number of Snowfall Days,Number of Days with Measurable Precipitation,Number of Days with Temperature Below 0?C,Prevailing Wind Direction,Time of Wetness,Total Precipitation,Computed - Average Daily Truck Traffic (Volume),64 - Operating Rating (US tons),66 - Inventory Rating (US tons)
2013,Mississippi,11002200250005B,11002200250005B,State Highway Agency,Hinds County,,1977,39500,Steel Continuous,Stringer/Multi-beam or Girder,3,315,I 220             ,Fair,36,5,8,8,Bridge not over waterway,78,17.4,38.7,1,-5.6,43,7,124,43,190.07,4639,1472.34,5925,58.5,34.7
2013,Mississippi,21000840161114B,21000840161114B,State Highway Agency,Covington County,,2002,1950,Prestressed Concrete,Stringer/Multi-beam or Girder,1,140.1,US 84             ,Good,11,8,8,8,Foundations stable; Scour above top of footing,80,17.8,37.9,0,-5.8,31,2,131,31,179.59,5122,1712.61,195,47.3,42
2013,Mississippi,11000100240435B,11000100240435B,State Highway Agency,Harrison County,,1970,44000,Prestressed Concrete,Stringer/Multi-beam or Girder,1,217.8,I 10              ,Good,43,7,7,8,Bridge not over waterway,78,20.2,33.4,3,0.1,0,0,140,0,201.99,4425,1573.67,13640,66.9,61.5
2013,New York,000000001016310,000000001016310,State Highway Agency,Allegany County,,1990,8100,Prestressed Concrete,Box Beam or Girders - Multiple,2,176.8,RTE 21            ,Fair,23,7,5,8,Foundations Stable; Protection Required,78,7.6,32,0,-20.1,95,119,148,159,135.46,3071,1225.94,810,84,50
2013,Mississippi,310004306412140,310004306412140,State Highway Agency,Simpson County,,1963,2100,Steel,Stringer/Multi-beam or Girder,3,182.1,SR 43             ,Fair,50,6,6,6,Foundations Stable,79,17.6,39,0,-5.8,39,6,125,39,173.04,4920,1581.17,105,54.5,32.6
2013,New Jersey,        1143168,        1143168,State Highway Agency,Mercer County,,1998,7891,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,224.1,NJ ROUTE 133 EB   ,Good,15,8,8,7,Foundations stable; Scour above top of footing,78,11.2,35.3,2,-12.1,94,50,135,115,142.25,3916,1341.4,316,110.1,69
2013,Mississippi,11002200250051B,11002200250051B,State Highway Agency,Hinds County,,1976,24000,Steel Continuous,Stringer/Multi-beam or Girder,2,267.4,I 220             ,Fair,37,5,8,8,Bridge not over waterway,78,17.4,38.7,1,-5.6,43,7,124,43,190.07,4639,1472.34,3600,69.4,41.7
2013,New Jersey,        1328154,        1328154,State Highway Agency,Monmouth County,,1968,23541,Prestressed Concrete,Stringer/Multi-beam or Girder,2,169.9,NJ 18 NB          ,Fair,45,6,5,7,Bridge not over waterway,,,,,,85,38,,,,,,1177,82,38
2013,Mississippi,11002200250005A,11002200250005A,State Highway Agency,Hinds County,,1970,39000,Steel Continuous,Stringer/Multi-beam or Girder,3,321.9,I 220             ,Fair,43,5,8,8,Bridge not over waterway,78,17.4,38.7,1,-5.6,43,7,124,43,190.07,4639,1472.34,5850,59.5,35.7
2013,New Jersey,        1330151,        1330151,State Highway Agency,Monmouth County,,1969,23825,Steel,Stringer/Multi-beam or Girder,1,88.9,RT I-195 EB       ,Good,44,7,8,7,Bridge not over waterway,80,11.7,32.3,3,-11.4,85,38,134,99,142.62,4240,1450.79,3336,88,52
2013,New Jersey,        0832162,        0832162,State Highway Agency,Gloucester County,,1985,11700,Steel Continuous,Stringer/Multi-beam or Girder,3,371.1,NJ ROUTE 47       ,Good,28,7,7,7,Bridge not over waterway,80,11.4,34.6,2,-13.1,106,46,135,123,145.32,4028,1424.96,468,80,48
2013,New Jersey,        1328153,        1328153,State Highway Agency,Monmouth County,,1968,8500,Prestressed Concrete,Stringer/Multi-beam or Girder,2,202.1,WEST BANGS AVENUE ,Fair,45,5,7,7,Bridge not over waterway,,,,,,85,38,,,,,,255,95,21.1
2013,New Jersey,        0828156,        0828156,State Highway Agency,Gloucester County,,1987,18000,Steel,Stringer/Multi-beam or Girder,1,107,N.J. 55 NB        ,Good,26,7,8,7,Bridge not over waterway,80,11.9,32.9,3,-12,92,37,136,106,147.87,4225,1460.53,900,110.1,65
2013,Minnesota,5718           ,5718,State Highway Agency,Pine County,,1948,2050,Steel Continuous,Truss - Deck,3,402.9,MNTH 123          ,Fair,65,6,5,6,Countermeasures installed for mitigation,76,4.2,35.1,3,-35.6,73,142,105,189,177.18,1974,934.16,164,36,21.1
2013,Pennsylvania,000000000027369,000000000027369,State Highway Agency,Montgomery County,,1958,24802,Steel Continuous,Stringer/Multi-beam or Girder,3,290,PA 309 BY-PASS    ,Fair,55,5,8,7,Bridge not over waterway,80,11.4,34.6,2,-13.1,106,46,135,123,145.32,4028,1424.96,744,84.9,50.7
2013,Pennsylvania,000000000021212,000000000021212,State Highway Agency,Lancaster County,,1970,736,Prestressed Concrete,Stringer/Multi-beam or Girder,2,159.1,PA 324;SR 0324    ,Poor,43,4,7,7,Foundations stable; Scour above top of footing,79,10.9,35.3,1,-13.2,103,60,126,128,152.81,3609,1354.01,44,78.3,22
2013,Pennsylvania,000000000014359,000000000014359,State Highway Agency,Dauphin County,,1969,926,Steel Continuous,Stringer/Multi-beam or Girder,2,238.8,T-494/SCHOOL HS RD,Fair,44,8,6,7,Bridge not over waterway,77,10.8,35.7,1,-13.7,109,59,119,134,154.62,3327,1249.11,28,62.8,37.5
2013,Pennsylvania,000000000040268,000000000040268,State Highway Agency,Somerset County,,1998,1153,Prestressed Concrete,Stringer/Multi-beam or Girder,1,142.1,US 219 SBL        ,Fair,15,6,8,5,Countermeasures installed for mitigation,78,9,32.2,0,-16.5,98,99,134,149,131.69,3230,1253.14,184,110.1,54
2013,Virginia,000000000014218,000000000014218,State Highway Agency,Prince William County,,1980,17000,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,WBL ROUTE 0066    ,Fair,33,7,5,5,Bridge not over waterway,76,12,35,2,-12.7,112,46,131,123,157.48,3456,1372.98,850,81,61.9
2013,Pennsylvania,000000000042120,000000000042120,State Highway Agency,Lancaster County,,2003,935,Steel,Stringer/Multi-beam or Girder,1,103,SR 4003           ,Good,10,8,8,8,Foundations stable; Scour above top of footing,79,10.9,35.3,1,-13.2,103,60,126,128,152.81,3609,1354.01,47,110,68.3
2013,Pennsylvania,000000000005043,000000000005043,State Highway Agency,Berks County,,1978,9721,Prestressed Concrete,Stringer/Multi-beam or Girder,3,164,SR 2011 (LR 06143),Fair,35,7,7,6,Bridge not over waterway,79,10.2,36.7,0,-13,112,62,128,140,144.99,3613,1351.28,292,99.2,37.5
2013,Virginia,000000000011061,000000000011061,State Highway Agency,Loudoun County,,1987,24536,Steel,Stringer/Multi-beam or Girder,3,210,ROUTE 7 BYPASS    ,Good,26,7,7,7,Foundations stable; Scour above top of footing,76,12,35,2,-12.7,112,46,131,123,157.48,3456,1372.98,491,110.1,83.6
2013,West Virginia,00000000047A078,00000000047A078,State Highway Agency,Tucker County,,2008,7100,Steel Continuous,Stringer/Multi-beam or Girder,1,221.1,US 219 AND WV 72  ,Good,5,7,7,7,Foundations stable; Scour above top of footing,79,8.8,30.7,0,-15.8,105,101,142,146,129.82,3499,1357.85,994,99,75
2013,Virginia,000000000014216,000000000014216,State Highway Agency,Prince William County,,1980,17511,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,EBL ROUTE 0066    ,Fair,33,7,5,5,Bridge not over waterway,76,12,35,2,-12.7,112,46,131,123,157.48,3456,1372.98,700,81,63.1
2013,Virginia,000000000023678,000000000023678,State Highway Agency,Fairfax County,,1993,12082,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,LEE CHAPEL ROAD   ,Good,20,7,7,7,Foundations Stable,77,12.6,34.7,1,-10.6,110,42,134,119,148.24,3793,1529.51,0,110.1,80.7
2013,Virginia,000000000000067,000000000000067,State Highway Agency,Arlington County,,1982,1875,Steel Continuous,Stringer/Multi-beam or Girder,2,226,NORTH SCOTT STREET,Fair,31,7,5,6,Bridge not over waterway,77,12.6,35,3,-11.1,93,41,128,105,158.13,3692,1456.39,19,98,75.6
2013,Virginia,000000000000131,000000000000131,State Highway Agency,Arlington County,,1973,26169,Steel,Stringer/Multi-beam or Girder,2,121.1,WASHINGTON BLVD.  ,Fair,40,7,5,5,Bridge not over waterway,77,12.6,35,3,-11.1,93,41,128,105,158.13,3692,1456.39,0,94,72
2013,Virginia,000000000023858,000000000023858,State Highway Agency,Fairfax County,,1993,2900,Prestressed Concrete,Stringer/Multi-beam or Girder,2,190.9,CLARA BARTON DR.  ,Fair,20,7,6,7,Bridge not over waterway,76,12,35,2,-12.7,112,46,131,123,157.48,3456,1372.98,58,87.9,67.8
2013,Delaware,      1912N083 ,      1912N083 ,State Highway Agency,New Castle County,,1999,18482,Prestressed Concrete,Stringer/Multi-beam or Girder,2,230.3,KOREAN VET MEMORIA,Good,14,7,7,8,Bridge not over waterway,79,12.1,33.6,3,-11.1,98,38,128,111,152.32,4096,1370.79,1479,83.4,44.8
2014,Delaware,      2920N150 ,      2920N150 ,State Highway Agency,Kent County,,1992,15910,Steel,Stringer/Multi-beam or Girder,1,71.9,KOREAN WAR VET HGW,Fair,22,7,6,7,Bridge not over waterway,78,12.2,33.6,3,-14.5,80,33,130,102,164.76,3878,1340.8,796,110.1,99.8
2014,Delaware,      1305N082 ,      1305N082 ,State Highway Agency,New Castle County,,1994,32508,Prestressed Concrete,Stringer/Multi-beam or Girder,1,82,KOREAN WAR VET MEM,Good,20,7,8,8,Foundations stable; Scour above top of footing,78,11.4,32.8,3,-18.5,90,42,123,115,160.68,3776,1502.58,3251,94.2,73.3
2014,California,      24 0287L ,      24 0287L ,State Highway Agency,Sacramento County,,1975,27000,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,258.9,INTERSTATE 5 SB   ,Good,39,7,8,7,Bridge not over waterway,55,18,43.5,2,-1,2,0,64,2,129.15,1788,819.99,5670,110,35.9
2014,Delaware,      1281 366 ,      1281 366 ,State Highway Agency,New Castle County,,1980,24772,Steel Continuous,Stringer/Multi-beam or Girder,2,276.2,CHRISTINA PARKWAY ,Fair,34,7,6,6,Foundations stable; Scour above top of footing,78,11.4,32.8,3,-18.5,90,42,123,115,160.68,3776,1502.58,1734,67.2,51.8
2014,Mississippi,21000840161114B,21000840161114B,State Highway Agency,Covington County,,2002,1950,Prestressed Concrete,Stringer/Multi-beam or Girder,1,140.1,US 84             ,Good,12,8,8,8,Foundations stable; Scour above top of footing,78,17.5,37.4,0,-7.3,43,9,122,44,149.44,4793,1272.78,195,47.3,42
2014,Mississippi,11000100240460B,11000100240460B,State Highway Agency,Harrison County,,1970,37500,Prestressed Concrete,Stringer/Multi-beam or Girder,1,242.5,I 10              ,Good,44,7,7,8,Bridge not over waterway,77,19.8,35.1,3,-5.2,9,5,135,9,177.99,4169,1424.13,11625,68.7,65.7
2014,Mississippi,11002200250051B,11002200250051B,State Highway Agency,Hinds County,,1976,24000,Steel Continuous,Stringer/Multi-beam or Girder,2,267.4,I 220             ,Fair,38,5,8,8,Bridge not over waterway,77,16.9,37,1,-9.4,51,14,111,54,164.33,4365,1354.88,3600,69.4,41.7
2014,Mississippi,11002200250005B,11002200250005B,State Highway Agency,Hinds County,,1977,39500,Steel Continuous,Stringer/Multi-beam or Girder,3,315,I 220             ,Fair,37,5,8,8,Bridge not over waterway,77,16.9,37,1,-9.4,51,14,111,54,164.33,4365,1354.88,5925,58.5,34.7
2014,Delaware,      1806 060 ,      1806 060 ,State Highway Agency,New Castle County,,1975,14814,Steel Continuous,Stringer/Multi-beam or Girder,2,222.1,I 495 SB          ,Fair,39,7,6,6,Bridge not over waterway,78,11.4,32.8,3,-18.5,90,42,123,115,160.68,3776,1502.58,1185,59.2,45.6
2014,Florida,         790174,         790174,State Highway Agency,Volusia County,,1997,16800,Prestressed Concrete Continuous,Segmental Box Girder,10,2321.9,SR-430 WB         ,Good,17,7,7,7,Foundations Stable,78,21.4,36.1,2,-0.2,1,0,147,1,178.88,4569,1116.35,336,52.9,39.6
2014,Delaware,      1912N083 ,      1912N083 ,State Highway Agency,New Castle County,,1999,19814,Prestressed Concrete,Stringer/Multi-beam or Girder,2,230.3,KOREAN VET MEMORIA,Good,15,7,7,8,Bridge not over waterway,78,11.4,32.8,3,-18.5,90,42,123,115,160.68,3776,1502.58,1981,83.4,44.8
2014,Mississippi,11000100240435B,11000100240435B,State Highway Agency,Harrison County,,1970,37500,Prestressed Concrete,Stringer/Multi-beam or Girder,1,217.8,I 10              ,Good,44,7,7,8,Bridge not over waterway,77,19.8,35.1,3,-5.2,9,5,135,9,177.99,4169,1424.13,11625,66.9,61.5
2014,Mississippi,11002200250005A,11002200250005A,State Highway Agency,Hinds County,,1970,39000,Steel Continuous,Stringer/Multi-beam or Girder,3,321.9,I 220             ,Fair,44,5,8,8,Bridge not over waterway,77,16.9,37,1,-9.4,51,14,111,54,164.33,4365,1354.88,5850,59.5,35.7
2014,Maryland,100000080053010,100000080053010,State Highway Agency,Charles County,,2006,50,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,205.1,HOMELAND DRIVE    ,Good,8,8,8,8,Bridge not over waterway,76,12.7,34.6,1,-14.6,81,35,130,97,162.83,3646,1293.07,0,45,45
2014,Minnesota,5718           ,5718,State Highway Agency,Pine County,,1948,2050,Steel Continuous,Truss - Deck,3,402.9,MNTH 123          ,Fair,66,8,6,6,Countermeasures installed for mitigation,79,3.2,29,3,-36.8,63,112,123,177,167.64,2882,1050.36,164,36,21.1
2014,Maryland,100000070042010,100000070042010,State Highway Agency,Cecil County,,1973,8002,Steel,Stringer/Multi-beam or Girder,2,90.9,MD 273            ,Fair,41,6,5,6,Foundations stable; Scour above top of footing,78,11.4,32.8,3,-18.5,90,42,123,115,160.68,3776,1502.58,640,36,36
2014,Mississippi,310004306412140,310004306412140,State Highway Agency,Simpson County,,1963,2100,Steel,Stringer/Multi-beam or Girder,3,182.1,SR 43             ,Fair,51,6,6,6,Foundations Stable,78,17.1,36.9,0,-8.8,48,11,116,50,144.16,4706,1330.99,105,54.5,32.6
2014,New Jersey,        1143168,        1143168,State Highway Agency,Mercer County,,1998,6293,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,224.1,NJ ROUTE 133 EB   ,Good,16,7,8,7,Foundations stable; Scour above top of footing,78,10.5,32.8,2,-19.6,85,49,140,119,147.94,3599,1519.65,252,110.1,69
2014,New Jersey,        1328153,        1328153,State Highway Agency,Monmouth County,,1968,8838,Prestressed Concrete,Stringer/Multi-beam or Girder,2,202.1,WEST BANGS AVENUE ,Fair,46,6,6,7,Bridge not over waterway,,,,,,79,43,,,,,,265,95,21.1
2014,New Jersey,        0832162,        0832162,State Highway Agency,Gloucester County,,1985,11450,Steel Continuous,Stringer/Multi-beam or Girder,3,371.1,NJ 47             ,Good,29,7,7,7,Bridge not over waterway,79,10.7,32.3,2,-20.5,96,48,139,126,154.33,3756,1530.22,458,110.1,66
2014,New Jersey,        1328154,        1328154,State Highway Agency,Monmouth County,,1968,23541,Prestressed Concrete,Stringer/Multi-beam or Girder,2,169.9,NJ 18 NB          ,Fair,46,6,5,7,Bridge not over waterway,,,,,,79,43,,,,,,1177,82,38
2014,New York,000000001016310,000000001016310,State Highway Agency,Allegany County,,1990,8100,Prestressed Concrete,Box Beam or Girders - Multiple,2,176.8,RTE 21            ,Fair,24,6,5,8,Foundations Stable; Protection Required,78,6.7,30.1,0,-23.1,86,114,157,157,134.16,3141,1234.76,810,84,50
2014,New Jersey,        1330151,        1330151,State Highway Agency,Monmouth County,,1969,26200,Steel,Stringer/Multi-beam or Girder,1,88.9,RT I-195 EB       ,Good,45,7,8,7,Bridge not over waterway,79,11.1,30.6,3,-15.2,79,43,129,105,151.96,4013,1551.99,3668,88,52
2014,New Jersey,        0828156,        0828156,State Highway Agency,Gloucester County,,1987,18000,Steel,Stringer/Multi-beam or Girder,1,107,N.J. 55 NB        ,Good,27,7,8,7,Bridge not over waterway,79,11.3,31.4,3,-16.3,89,36,139,114,159.09,3939,1473.05,900,110.1,65
2014,Pennsylvania,000000000042120,000000000042120,State Highway Agency,Lancaster County,,2003,951,Steel,Stringer/Multi-beam or Girder,1,103,SR 4003           ,Good,11,8,8,8,Foundations stable; Scour above top of footing,78,10.1,33.2,1,-23.3,94,58,128,132,157.42,3430,1431.37,48,110,68.3
2014,Pennsylvania,000000000005043,000000000005043,State Highway Agency,Berks County,,1978,9463,Prestressed Concrete,Stringer/Multi-beam or Girder,3,164,SR 2011 (LR 06143),Fair,36,7,7,6,Bridge not over waterway,77,9.5,33.8,0,-24.1,97,63,125,138,146.27,3318,1327.66,284,99.2,37.5
2014,Pennsylvania,000000000014359,000000000014359,State Highway Agency,Dauphin County,,1969,926,Steel Continuous,Stringer/Multi-beam or Girder,2,238.8,T-494/SCHOOL HS RD,Fair,45,8,6,7,Bridge not over waterway,77,10,33.4,1,-24.1,97,60,132,136,158.41,3329,1286.85,28,62.8,37.5
2014,Pennsylvania,000000000027369,000000000027369,State Highway Agency,Montgomery County,,1958,24678,Steel Continuous,Stringer/Multi-beam or Girder,3,290,PA 309 BY-PASS    ,Fair,56,5,8,7,Bridge not over waterway,79,10.7,32.3,2,-20.5,96,48,139,126,154.33,3756,1530.22,740,85,51
2014,Pennsylvania,000000000021212,000000000021212,State Highway Agency,Lancaster County,,1970,749,Prestressed Concrete,Stringer/Multi-beam or Girder,2,159.1,PA 324;SR 0324    ,Poor,44,4,7,7,Foundations stable; Scour above top of footing,78,10.1,33.2,1,-23.3,94,58,128,132,157.42,3430,1431.37,45,78,22
2014,Pennsylvania,000000000040268,000000000040268,State Highway Agency,Somerset County,,1998,1327,Prestressed Concrete,Stringer/Multi-beam or Girder,1,142.1,US 219 SBL        ,Fair,16,6,8,5,Countermeasures installed for mitigation,77,8.4,32.3,0,-22.4,100,100,150,147,134.65,3237,1301.02,212,110.1,54
2014,Virginia,000000000000067,000000000000067,State Highway Agency,Arlington County,,1982,1875,Steel Continuous,Stringer/Multi-beam or Girder,2,226,NORTH SCOTT STREET,Fair,32,7,5,6,Bridge not over waterway,76,11.8,33.2,3,-16.5,85,41,126,109,167.64,3540,1478.78,19,98,75.6
2014,Virginia,000000000014218,000000000014218,State Highway Agency,Prince William County,,1980,17000,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,WBL ROUTE 0066    ,Fair,34,7,5,5,Bridge not over waterway,76,11.3,34.7,2,-19.1,96,41,134,122,167.25,3387,1397.4,850,81,61.9
2014,Virginia,000000000023678,000000000023678,State Highway Agency,Fairfax County,,1993,12082,Prestressed Concrete,Stringer/Multi-beam or Girder,2,152.9,LEE CHAPEL ROAD   ,Good,21,7,7,7,Foundations Stable,76,12.1,35.5,1,-16.3,101,40,134,117,159.07,3559,1315.3,0,110.1,80.7
2014,Virginia,000000000000131,000000000000131,State Highway Agency,Arlington County,,1973,26169,Steel,Stringer/Multi-beam or Girder,2,121.1,WASHINGTON BLVD.  ,Fair,41,7,5,5,Bridge not over waterway,76,11.8,33.2,3,-16.5,85,41,126,109,167.64,3540,1478.78,0,94,72
2014,West Virginia,00000000047A078,00000000047A078,State Highway Agency,Tucker County,,2008,7100,Steel Continuous,Stringer/Multi-beam or Girder,1,221.1,US 219 AND WV 72  ,Good,6,7,7,8,Foundations stable; Scour above top of footing,76,8.6,31.8,0,-22.8,102,99,144,146,135.44,3211,1197.41,994,99,82
2014,Virginia,000000000023858,000000000023858,State Highway Agency,Fairfax County,,1993,2900,Prestressed Concrete,Stringer/Multi-beam or Girder,2,190.9,CLARA BARTON DR.  ,Fair,21,7,6,7,Bridge not over waterway,76,11.3,34.7,2,-19.1,96,41,134,122,167.25,3387,1397.4,58,87.9,67.8
2014,Virginia,000000000014216,000000000014216,State Highway Agency,Prince William County,,1980,17511,Prestressed Concrete,Stringer/Multi-beam or Girder,3,112.9,EBL ROUTE 0066    ,Fair,34,7,5,5,Bridge not over waterway,76,11.3,34.7,2,-19.1,96,41,134,122,167.25,3387,1397.4,700,81,63.1
2014,Virginia,000000000011061,000000000011061,State Highway Agency,Loudoun County,,1987,24536,Steel,Stringer/Multi-beam or Girder,3,210,ROUTE 7 BYPASS    ,Good,27,7,7,7,Foundations stable; Scour above top of footing,76,11.3,34.7,2,-19.1,96,41,134,122,167.25,3387,1397.4,491,110.1,83.6
2015,Delaware,      1912N083 ,      1912N083 ,State Highway Agency,New Castle County,,1999,19814,Prestressed Concrete,Stringer/Multi-beam or Girder,2,230.3,KOREAN VET MEMORIA,Good,16,7,7,8,Bridge not over waterway,78,12.7,34.6,3,-19.4,66,43,132,92,153.34,3834,1210.43,1981,83.4,44.8
2015,Pennsylvania,000000000042120,000000000042120,State Highway Agency,Lancaster County,,2003,1040,Steel,Stringer/Multi-beam or Girder,1,103,SR 4003           ,Good,12,8,8,8,Foundations stable; Scour above top of footing,76,11.5,35,1,-21.2,74,48,122,106,152.42,3460,1132.5,52,110.1,67.9
2015,Delaware,      1806 060 ,      1806 060 ,State Highway Agency,New Castle County,,1975,27486,Steel Continuous,Stringer/Multi-beam or Girder,2,222.1,I 495 SB          ,Fair,40,7,6,6,Bridge not over waterway,78,12.7,34.6,3,-19.4,66,43,132,92,153.34,3834,1210.43,2199,59.2,45.6
2015,California,      24 0287L ,      24 0287L ,State Highway Agency,Sacramento County,,1975,27000,Prestressed Concrete Continuous,Box Beam or Girders - Multiple,2,258.9,INTERSTATE 5 SB   ,Good,40,7,7,7,Bridge not over waterway,58,17.4,43,2,-2.4,8,1,34,8,117.11,1872,492.96,5670,110,35.7
2015,Delaware,      1281 366 ,      1281 366 ,State Highway Agency,New Castle County,,1980,24772,Steel Continuous,Stringer/Multi-beam or Girder,2,276.2,CHRISTINA PARKWAY ,Fair,35,7,6,6,Foundations stable; Scour above top of footing,78,12.7,34.6,3,-19.4,66,43,132,92,153.34,3834,1210.43,1734,67.2,51.8
2015,Florida,         790174,         790174,State Highway Agency,Volusia County,,1997,18000,Prestressed Concrete Continuous,Segmental Box Girder,10,2321.9,SR-430 WB         ,Good,18,7,7,7,Foundations Stable,79,22.9,36.6,2,-3.6,2,0,137,2,191.35,4740,1285.98,360,52.9,39.6
2015,Delaware,      1305N082 ,      1305N082 ,State Highway Agency,New Castle County,,1994,32735,Prestressed Concrete,Stringer/Multi-beam or Girder,1,82,KOREAN WAR VET MEM,Fair,21,6,8,8,Foundations stable; Scour above top of footing,78,12.7,34.6,3,-19.4,66,43,132,92,153.34,3834,1210.43,3274,94.2,73.3
2015,New Jersey,        1328154,        1328154,State Highway Agency,Monmouth County,,1968,24697,Prestressed Concrete,Stringer/Multi-beam or Girder,2,169.9,NJ 18 NB          ,Fair,47,6,5,7,Bridge not over waterway,,,,,,63,38,,,,,,1235,75,38
2015,New Jersey,        0832162,        0832162,State Highway Agency,Gloucester County,,1985,11450,Steel Continuous,Stringer/Multi-beam or Girder,3,371.1,NJ 47             ,Good,30,7,7,7,Bridge not over waterway,78,11.9,35,2,-21.3,71,45,123,101,147.75,3717,1069.72,458,99.9,66
2015,New York,000000001016310,000000001016310,State Highway Agency,Allegany County,,1990,7799,Prestressed Concrete,Box Beam or Girders - Multiple,2,176.8,RTE 21            ,Fair,25,6,5,8,Foundations Stable; Protection Required,77,7.8,32.9,0,-25,79,94,142,143,132.17,3128,1075.99,1326,84,50
2015,Maryland,100000070042010,100000070042010,State Highway Agency,Cecil County,,1973,8002,Steel,Stringer/Multi-beam or Girder,2,90.9,MD 273            ,Fair,42,6,5,6,Foundations stable; Scour above top of footing,78,12.7,34.6,3,-19.4,66,43,132,92,153.34,3834,1210.43,640,36,36
2015,Maryland,100000080053010,100000080053010,State Highway Agency,Charles County,,2006,50,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,205.1,HOMELAND DRIVE    ,Good,9,8,8,8,Bridge not over waterway,76,13.8,34.8,1,-16.8,64,27,126,79,156.97,3826,1352.35,0,45,45
2015,New Jersey,        0828156,        0828156,State Highway Agency,Gloucester County,,1987,18000,Steel,Stringer/Multi-beam or Girder,1,107,N.J. 55 NB        ,Good,28,7,8,7,Bridge not over waterway,79,12.4,33.4,3,-18.5,69,38,130,93,150.52,3975,1263.11,900,99.9,65
2015,New Jersey,        1330151,        1330151,State Highway Agency,Monmouth County,,1969,26700,Steel,Stringer/Multi-beam or Girder,1,88.9,RT I-195 EB       ,Good,46,7,7,7,Bridge not over waterway,79,12.1,32,3,-16.8,63,38,126,88,144.4,3994,1132.24,3738,99,61.9
2015,New Jersey,        1328153,        1328153,State Highway Agency,Monmouth County,,1968,8838,Prestressed Concrete,Stringer/Multi-beam or Girder,2,202.1,WEST BANGS AVENUE ,Fair,47,6,6,7,Bridge not over waterway,,,,,,63,38,,,,,,265,95,21.1
2015,Mississippi,310004306412140,310004306412140,State Highway Agency,Simpson County,,1963,2100,Steel,Stringer/Multi-beam or Girder,3,182.1,SR 43             ,Fair,52,6,6,6,Foundations Stable,78,18.8,41.3,0,-8.8,41,10,126,41,162.23,4694,1460.44,105,48.9,29.3
2015,Mississippi,11002200250005A,11002200250005A,State Highway Agency,Hinds County,,1970,39000,Steel Continuous,Stringer/Multi-beam or Girder,3,321.9,I 220             ,Fair,45,5,8,8,Bridge not over waterway,76,18.6,41,1,-9.1,44,10,125,44,179.51,4402,1453.81,5850,59.5,35.7
2015,Mississippi,11000100240460B,11000100240460B,State Highway Agency,Harrison County,,1970,37500,Prestressed Concrete,Stringer/Multi-beam or Girder,1,242.5,I 10              ,Good,45,7,7,8,Bridge not over waterway,79,21.1,35.4,3,-5.2,4,0,131,4,189.85,4580,1335.01,11625,68.7,65.7
2015,Minnesota,5718           ,5718,State Highway Agency,Pine County,,1948,2050,Steel Continuous,Truss - Deck,3,402.9,MNTH 123          ,Fair,67,8,6,6,Countermeasures installed for mitigation,74,6.3,32.3,3,-30,74,93,100,152,166.17,2359,869.63,164,36,21.1
2015,Mississippi,21000840161114B,21000840161114B,State Highway Agency,Covington County,,2002,1950,Prestressed Concrete,Stringer/Multi-beam or Girder,1,140.1,US 84             ,Good,13,8,8,8,Foundations stable; Scour above top of footing,79,19.2,40.8,0,-8.7,36,9,126,36,157.91,4891,1486.65,195,47.3,42
2015,Mississippi,11002200250005B,11002200250005B,State Highway Agency,Hinds County,,1977,39500,Steel Continuous,Stringer/Multi-beam or Girder,3,315,I 220             ,Fair,38,5,8,8,Bridge not over waterway,76,18.6,41,1,-9.1,44,10,125,44,179.51,4402,1453.81,5925,58.5,34.7
2015,New Jersey,        1143168,        1143168,State Highway Agency,Mercer County,,1998,6293,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,2,224.1,NJ ROUTE 133 EB   ,Good,17,7,8,7,Foundations stable; Scour above top of footing,77,11.6,34.6,1,-19.5,64,48,119,98,142.48,3580,1091.81,252,99.9,69
2015,Pennsylvania,000000000014359,000000000014359,State Highway Agency,Dauphin County,,1969,940,Steel Continuous,Stringer/Multi-beam or Girder,2,238.8,T-494/SCHOOL HS RD,Fair,46,8,6,7,Bridge not over waterway,75,11.4,35.6,1,-21.2,72,48,124,105,155,3353,1146.76,28,60,35.9
